Date,Type,Category,Amount,Account,Month
2024-07-09,Income,Salary,42043,UPI,Jul-2024
2024-09-29,Income,Bonus,22477,Wallet,Sep-2024
2024-04-03,Income,Interest,84658,Credit Card,Apr-2024
2024-12-08,Expense,Shopping,7941,Wallet,Dec-2024
2024-01-27,Expense,Transport,7370,UPI,Jan-2024
2024-07-12,Expense,Transport,10377,Credit Card,Jul-2024
2024-11-06,Investment,Mutual Funds,5806,Credit Card,Nov-2024
2024-02-17,Expense,Rent,1888,Credit Card,Feb-2024
2024-07-28,Expense,Rent,16921,Wallet,Jul-2024
2024-02-01,Expense,Transport,1644,Credit Card,Feb-2024
2024-05-18,Expense,Transport,17147,Wallet,May-2024
2024-10-31,Expense,Transport,14823,Wallet,Oct-2024
2024-10-08,Income,Salary,80036,Credit Card,Oct-2024
2024-05-23,Expense,Shopping,1918,Bank,May-2024
2024-05-24,Expense,Entertainment,2582,Credit Card,May-2024
2024-06-24,Expense,Shopping,18281,Credit Card,Jun-2024
2024-05-18,Investment,FD,34078,Wallet,May-2024
2024-08-04,Income,Bonus,59833,Credit Card,Aug-2024
2024-11-03,Income,Interest,80986,Wallet,Nov-2024
2024-04-05,Expense,Entertainment,15969,UPI,Apr-2024
2024-07-09,Expense,Groceries,13646,Credit Card,Jul-2024
2024-02-03,Expense,Groceries,16839,UPI,Feb-2024
2024-08-22,Income,Salary,64866,Credit Card,Aug-2024
2024-03-03,Expense,Groceries,15029,Credit Card,Mar-2024
2024-11-08,Expense,Shopping,13071,Bank,Nov-2024
2024-04-23,Income,Freelance,92606,UPI,Apr-2024
2024-10-27,Expense,Utilities,5381,UPI,Oct-2024
2024-05-24,Investment,Gold,19278,Wallet,May-2024
2024-01-23,Investment,Stocks,42962,Wallet,Jan-2024
2024-11-25,Investment,Gold,44972,Wallet,Nov-2024
2024-06-10,Investment,Gold,30890,Credit Card,Jun-2024
2024-06-04,Investment,Mutual Funds,13318,UPI,Jun-2024
2024-08-06,Expense,Dining,15227,Credit Card,Aug-2024
2024-12-09,Expense,Rent,19487,Wallet,Dec-2024
2024-05-06,Investment,Gold,27222,UPI,May-2024
2024-07-01,Investment,FD,3957,Wallet,Jul-2024
2024-07-11,Investment,FD,18448,Bank,Jul-2024
2024-06-14,Expense,Transport,3719,Wallet,Jun-2024
2024-08-03,Income,Salary,22755,Credit Card,Aug-2024
2024-04-12,Investment,Mutual Funds,43860,Credit Card,Apr-2024
2024-07-10,Expense,Utilities,5934,Wallet,Jul-2024
2024-04-06,Expense,Groceries,16354,Wallet,Apr-2024
2024-05-10,Expense,Dining,4382,Wallet,May-2024
2024-12-08,Expense,Transport,8838,UPI,Dec-2024
2024-02-16,Expense,Dining,11783,UPI,Feb-2024
2024-07-08,Expense,Shopping,3296,Credit Card,Jul-2024
2024-05-16,Expense,Rent,10264,Wallet,May-2024
2024-03-31,Investment,Mutual Funds,48551,Credit Card,Mar-2024
2024-08-31,Expense,Rent,5757,Bank,Aug-2024
2024-06-07,Expense,Rent,12616,UPI,Jun-2024
2024-04-10,Income,Interest,86273,Wallet,Apr-2024
2024-01-07,Expense,Utilities,10987,UPI,Jan-2024
2024-02-08,Expense,Shopping,15216,Wallet,Feb-2024
2024-04-04,Investment,Stocks,39361,Wallet,Apr-2024
2024-08-18,Expense,Utilities,1363,Credit Card,Aug-2024
2024-03-30,Expense,Dining,2387,Credit Card,Mar-2024
2024-05-24,Investment,Gold,44256,Bank,May-2024
2024-10-02,Expense,Transport,2848,UPI,Oct-2024
2024-12-16,Expense,Dining,9784,UPI,Dec-2024
2024-05-16,Investment,Stocks,6316,UPI,May-2024
2024-04-10,Investment,Gold,41287,UPI,Apr-2024
2024-04-10,Investment,Gold,40131,Wallet,Apr-2024
2024-05-31,Income,Freelance,54416,Wallet,May-2024
2024-12-20,Expense,Groceries,11246,Credit Card,Dec-2024
2024-10-07,Expense,Rent,8893,Wallet,Oct-2024
2024-10-20,Expense,Transport,9590,Wallet,Oct-2024
2024-05-14,Income,Freelance,20295,Credit Card,May-2024
2024-09-14,Income,Salary,89429,Wallet,Sep-2024
2024-08-08,Expense,Rent,14755,UPI,Aug-2024
2024-05-13,Investment,Gold,48727,Credit Card,May-2024
2024-11-28,Expense,Shopping,10301,Bank,Nov-2024
2024-08-12,Income,Freelance,99042,Bank,Aug-2024
2024-05-07,Expense,Shopping,5982,UPI,May-2024
2024-10-30,Expense,Shopping,18399,Wallet,Oct-2024
2024-11-24,Expense,Groceries,9692,Credit Card,Nov-2024
2024-11-26,Income,Interest,30841,Bank,Nov-2024
2024-10-01,Income,Freelance,25927,Bank,Oct-2024
2024-10-21,Income,Salary,57837,Bank,Oct-2024
2024-09-03,Expense,Dining,10865,Wallet,Sep-2024
2024-01-12,Income,Bonus,55951,Wallet,Jan-2024
2024-03-10,Income,Salary,57793,Wallet,Mar-2024
2024-12-12,Expense,Utilities,8292,Wallet,Dec-2024
2024-05-13,Income,Bonus,43339,Wallet,May-2024
2024-09-18,Income,Bonus,71646,Bank,Sep-2024
2024-12-07,Income,Bonus,47892,Bank,Dec-2024
2024-11-08,Expense,Utilities,11229,UPI,Nov-2024
2024-10-21,Expense,Transport,18806,Wallet,Oct-2024
2024-11-30,Expense,Shopping,12423,Credit Card,Nov-2024
2024-10-04,Income,Bonus,23543,Credit Card,Oct-2024
2024-07-16,Expense,Utilities,12326,Bank,Jul-2024
2024-12-06,Expense,Rent,15177,Credit Card,Dec-2024
2024-08-15,Expense,Transport,10333,Wallet,Aug-2024
2024-04-15,Expense,Transport,1476,UPI,Apr-2024
2024-02-27,Expense,Transport,3373,UPI,Feb-2024
2024-04-13,Expense,Transport,17892,Bank,Apr-2024
2024-06-25,Investment,Mutual Funds,3341,UPI,Jun-2024
2024-10-09,Investment,Stocks,32857,UPI,Oct-2024
2024-12-04,Investment,Gold,8640,Bank,Dec-2024
2024-06-14,Income,Interest,9347,Bank,Jun-2024
2024-01-10,Expense,Entertainment,9514,Wallet,Jan-2024
2024-02-29,Expense,Transport,702,UPI,Feb-2024
2024-07-03,Expense,Shopping,9538,Wallet,Jul-2024
2024-06-07,Expense,Entertainment,3570,Wallet,Jun-2024
2024-08-25,Income,Bonus,69871,Bank,Aug-2024
2024-05-08,Expense,Rent,12269,UPI,May-2024
2024-05-03,Expense,Groceries,9991,Wallet,May-2024
2024-09-25,Investment,Gold,44257,UPI,Sep-2024
2024-01-11,Income,Salary,71990,Wallet,Jan-2024
2024-07-29,Expense,Shopping,3014,UPI,Jul-2024
2024-08-11,Income,Salary,45434,Wallet,Aug-2024
2024-03-11,Expense,Utilities,8938,Credit Card,Mar-2024
2024-07-07,Expense,Utilities,2732,Credit Card,Jul-2024
2024-08-21,Expense,Utilities,1190,Wallet,Aug-2024
2024-07-10,Expense,Dining,8129,Credit Card,Jul-2024
2024-03-11,Investment,Gold,23566,Credit Card,Mar-2024
2024-05-13,Investment,Gold,43989,UPI,May-2024
2024-03-07,Expense,Entertainment,3405,Credit Card,Mar-2024
2024-05-11,Income,Salary,15399,Wallet,May-2024
2024-10-12,Expense,Transport,6025,Credit Card,Oct-2024
2024-02-07,Expense,Utilities,4537,Wallet,Feb-2024
2024-02-15,Investment,Gold,47904,Bank,Feb-2024
2024-01-02,Expense,Groceries,7426,Bank,Jan-2024
2024-01-17,Expense,Shopping,8687,Credit Card,Jan-2024
2024-08-29,Expense,Entertainment,15578,Bank,Aug-2024
2024-12-05,Expense,Shopping,11522,Wallet,Dec-2024
2024-12-21,Income,Interest,93345,Credit Card,Dec-2024
2024-03-24,Investment,Stocks,31905,Credit Card,Mar-2024
2024-12-24,Expense,Utilities,4855,Wallet,Dec-2024
2024-12-29,Expense,Transport,14812,UPI,Dec-2024
2024-02-06,Expense,Transport,11947,Wallet,Feb-2024
2024-01-05,Expense,Groceries,8453,Credit Card,Jan-2024
2024-07-10,Expense,Groceries,11129,Wallet,Jul-2024
2024-12-09,Expense,Transport,7816,Bank,Dec-2024
2024-08-06,Investment,Gold,2030,Wallet,Aug-2024
2024-02-11,Expense,Shopping,19731,UPI,Feb-2024
2024-05-18,Expense,Entertainment,11889,Wallet,May-2024
2024-02-05,Income,Freelance,26354,UPI,Feb-2024
2024-05-20,Expense,Entertainment,1010,Wallet,May-2024
2024-04-03,Expense,Rent,2854,Credit Card,Apr-2024
2024-04-05,Expense,Transport,2300,UPI,Apr-2024
2024-11-21,Expense,Shopping,661,Bank,Nov-2024
2024-11-14,Expense,Utilities,14523,Credit Card,Nov-2024
2024-01-03,Expense,Utilities,12846,UPI,Jan-2024
2024-12-31,Income,Salary,48880,UPI,Dec-2024
2024-06-11,Expense,Transport,10909,Wallet,Jun-2024
2024-04-27,Expense,Entertainment,6820,Credit Card,Apr-2024
2024-06-14,Expense,Groceries,9821,Credit Card,Jun-2024
2024-07-21,Expense,Rent,14295,UPI,Jul-2024
2024-09-24,Expense,Groceries,3186,Credit Card,Sep-2024
2024-01-01,Expense,Utilities,16321,Bank,Jan-2024
2024-07-02,Income,Freelance,71068,Bank,Jul-2024
2024-05-03,Expense,Transport,7383,Bank,May-2024
2024-06-03,Expense,Shopping,5756,Bank,Jun-2024
2024-03-10,Investment,Mutual Funds,49126,Bank,Mar-2024
2024-03-11,Expense,Dining,5651,Credit Card,Mar-2024
2024-08-14,Income,Freelance,52593,Bank,Aug-2024
2024-07-12,Expense,Rent,19268,Bank,Jul-2024
2024-07-03,Investment,FD,46544,UPI,Jul-2024
2024-01-25,Investment,FD,43749,Bank,Jan-2024
2024-02-19,Expense,Groceries,5173,UPI,Feb-2024
2024-12-19,Expense,Transport,17719,UPI,Dec-2024
2024-07-13,Expense,Rent,7067,Wallet,Jul-2024
2024-08-15,Expense,Rent,2445,Credit Card,Aug-2024
2024-02-07,Investment,Gold,46984,Bank,Feb-2024
2024-10-09,Expense,Rent,3753,Credit Card,Oct-2024
2024-01-28,Expense,Utilities,7306,UPI,Jan-2024
2024-02-13,Income,Bonus,57485,Wallet,Feb-2024
2024-09-19,Expense,Shopping,8890,UPI,Sep-2024
2024-12-10,Expense,Transport,17482,Bank,Dec-2024
2024-01-26,Income,Salary,63298,Wallet,Jan-2024
2024-07-09,Expense,Shopping,5451,Wallet,Jul-2024
2024-08-02,Investment,Stocks,39130,UPI,Aug-2024
2024-06-21,Expense,Rent,4015,Wallet,Jun-2024
2024-11-17,Income,Salary,99839,Wallet,Nov-2024
2024-09-30,Expense,Utilities,330,Wallet,Sep-2024
2024-01-26,Income,Salary,55994,Credit Card,Jan-2024
2024-08-15,Investment,FD,43072,Wallet,Aug-2024
2024-04-12,Investment,Stocks,29683,Wallet,Apr-2024
2024-08-14,Investment,Gold,24419,Bank,Aug-2024
2024-12-25,Expense,Shopping,4475,UPI,Dec-2024
2024-12-05,Expense,Shopping,1205,Bank,Dec-2024
2024-02-02,Expense,Transport,16805,UPI,Feb-2024
2024-04-28,Expense,Shopping,541,Bank,Apr-2024
2024-09-20,Income,Salary,23353,Credit Card,Sep-2024
2024-07-12,Income,Freelance,51554,Credit Card,Jul-2024
2024-09-28,Expense,Shopping,5190,UPI,Sep-2024
2024-09-17,Investment,Gold,15827,Credit Card,Sep-2024
2024-09-09,Expense,Entertainment,14923,Credit Card,Sep-2024
2024-07-25,Expense,Dining,16877,UPI,Jul-2024
2024-04-28,Expense,Entertainment,18862,Wallet,Apr-2024
2024-03-15,Expense,Dining,19316,UPI,Mar-2024
2024-12-21,Income,Salary,88250,Bank,Dec-2024
2024-10-30,Expense,Dining,5071,UPI,Oct-2024
2024-05-23,Expense,Utilities,2025,Wallet,May-2024
2024-03-21,Expense,Rent,3027,UPI,Mar-2024
2024-11-05,Expense,Groceries,10348,Wallet,Nov-2024
2024-10-08,Expense,Shopping,9365,Wallet,Oct-2024
2024-07-10,Income,Freelance,23626,UPI,Jul-2024
2024-08-29,Investment,Mutual Funds,46219,Bank,Aug-2024
2024-03-20,Expense,Entertainment,8584,Credit Card,Mar-2024
2024-12-19,Expense,Shopping,8671,Bank,Dec-2024
2024-02-18,Expense,Dining,6353,Wallet,Feb-2024
2024-05-15,Expense,Rent,4714,Wallet,May-2024
2024-10-11,Expense,Groceries,19619,UPI,Oct-2024
2024-05-10,Expense,Shopping,2806,Wallet,May-2024
2024-02-01,Income,Bonus,53234,Wallet,Feb-2024
2024-01-12,Investment,Stocks,11080,Bank,Jan-2024
2024-06-10,Expense,Groceries,7150,Bank,Jun-2024
2024-09-13,Expense,Dining,11391,UPI,Sep-2024
2024-12-17,Expense,Rent,15704,Wallet,Dec-2024
2024-09-27,Investment,FD,10746,Credit Card,Sep-2024
2024-09-08,Expense,Rent,13902,Wallet,Sep-2024
2024-12-25,Income,Interest,39736,Bank,Dec-2024
2024-10-12,Expense,Rent,19989,Credit Card,Oct-2024
2024-10-20,Expense,Transport,3036,UPI,Oct-2024
2024-05-18,Expense,Groceries,3281,UPI,May-2024
2024-10-07,Expense,Rent,19078,UPI,Oct-2024
2024-05-08,Income,Bonus,49122,UPI,May-2024
2024-05-26,Expense,Dining,15765,Bank,May-2024
2024-02-16,Expense,Groceries,12022,Credit Card,Feb-2024
2024-04-07,Expense,Utilities,18407,UPI,Apr-2024
2024-11-15,Income,Salary,85557,Wallet,Nov-2024
2024-09-09,Expense,Rent,8150,Credit Card,Sep-2024
2024-10-10,Expense,Dining,16120,UPI,Oct-2024
2024-11-07,Expense,Dining,4631,Bank,Nov-2024
2024-06-14,Expense,Utilities,17625,Credit Card,Jun-2024
2024-02-15,Expense,Dining,7315,Wallet,Feb-2024
2024-02-08,Expense,Entertainment,4674,Bank,Feb-2024
2024-07-29,Expense,Dining,18317,Credit Card,Jul-2024
2024-01-19,Income,Freelance,83421,Credit Card,Jan-2024
2024-01-23,Income,Bonus,9699,UPI,Jan-2024
2024-03-24,Expense,Dining,9852,Credit Card,Mar-2024
2024-04-19,Expense,Entertainment,17543,Wallet,Apr-2024
2024-11-22,Expense,Transport,15265,Wallet,Nov-2024
2024-12-07,Expense,Transport,14091,Wallet,Dec-2024
2024-01-03,Investment,Mutual Funds,4562,UPI,Jan-2024
2024-12-01,Expense,Shopping,8556,Bank,Dec-2024
2024-05-11,Income,Bonus,37323,Bank,May-2024
2024-11-21,Investment,Mutual Funds,5713,Wallet,Nov-2024
2024-08-03,Expense,Utilities,19397,Credit Card,Aug-2024
2024-06-13,Expense,Rent,6945,Bank,Jun-2024
2024-08-05,Expense,Dining,18676,Wallet,Aug-2024
2024-08-29,Expense,Transport,19848,Credit Card,Aug-2024
2024-07-08,Investment,FD,16920,Bank,Jul-2024
2024-02-22,Investment,FD,35995,UPI,Feb-2024
2024-03-05,Expense,Rent,3782,Wallet,Mar-2024
2024-11-03,Expense,Entertainment,11312,Credit Card,Nov-2024
2024-05-09,Expense,Rent,16410,Credit Card,May-2024
2024-11-07,Expense,Rent,12953,UPI,Nov-2024
2024-07-08,Expense,Shopping,12724,Credit Card,Jul-2024
2024-10-08,Expense,Shopping,12329,UPI,Oct-2024
2024-12-13,Expense,Transport,6500,UPI,Dec-2024
2024-12-30,Expense,Transport,8324,Credit Card,Dec-2024
2024-11-16,Expense,Dining,17121,UPI,Nov-2024
2024-08-04,Income,Interest,90945,Wallet,Aug-2024
2024-03-01,Expense,Rent,16654,Wallet,Mar-2024
2024-10-24,Expense,Transport,16868,Bank,Oct-2024
2024-07-11,Expense,Rent,10995,Credit Card,Jul-2024
2024-08-30,Income,Interest,82762,Bank,Aug-2024
2024-01-29,Expense,Shopping,15524,Credit Card,Jan-2024
2024-03-05,Expense,Utilities,17577,Credit Card,Mar-2024
2024-12-20,Expense,Dining,17134,Wallet,Dec-2024
2024-05-20,Income,Interest,84293,Wallet,May-2024
2024-12-02,Expense,Rent,19830,Credit Card,Dec-2024
2024-06-26,Income,Interest,76043,Bank,Jun-2024
2024-11-05,Expense,Dining,6720,Credit Card,Nov-2024
2024-02-21,Expense,Rent,929,UPI,Feb-2024
2024-08-11,Expense,Dining,17155,Bank,Aug-2024
2024-06-15,Expense,Rent,16473,Wallet,Jun-2024
2024-02-16,Investment,FD,4006,Wallet,Feb-2024
2024-08-19,Expense,Entertainment,2781,Credit Card,Aug-2024
2024-11-08,Income,Freelance,17762,Bank,Nov-2024
2024-06-09,Investment,Gold,33501,Wallet,Jun-2024
2024-08-03,Income,Interest,37520,Credit Card,Aug-2024
2024-07-09,Expense,Rent,10304,Credit Card,Jul-2024
2024-01-27,Expense,Transport,14961,Bank,Jan-2024
2024-01-21,Income,Bonus,78811,Wallet,Jan-2024
2024-12-20,Expense,Shopping,1601,Bank,Dec-2024
2024-08-25,Expense,Dining,2342,UPI,Aug-2024
2024-06-16,Expense,Dining,9286,UPI,Jun-2024
2024-05-22,Expense,Shopping,12187,Wallet,May-2024
2024-02-01,Expense,Utilities,8896,UPI,Feb-2024
2024-07-17,Income,Bonus,73968,Bank,Jul-2024
2024-08-08,Income,Salary,37023,Wallet,Aug-2024
2024-12-26,Expense,Utilities,10364,Wallet,Dec-2024
2024-10-23,Expense,Entertainment,381,Wallet,Oct-2024
2024-02-25,Income,Freelance,85760,Bank,Feb-2024
2024-10-19,Expense,Groceries,12864,Credit Card,Oct-2024
2024-03-21,Investment,Stocks,6101,Wallet,Mar-2024
2024-09-17,Investment,Gold,35725,Bank,Sep-2024
2024-05-31,Expense,Transport,15656,UPI,May-2024
2024-06-07,Expense,Transport,1288,UPI,Jun-2024
2024-04-15,Investment,Gold,8026,Bank,Apr-2024
2024-10-27,Expense,Groceries,9816,Wallet,Oct-2024
2024-02-06,Expense,Transport,17642,Wallet,Feb-2024
2024-09-19,Income,Salary,54301,UPI,Sep-2024
2024-12-03,Investment,Stocks,23044,Credit Card,Dec-2024
2024-05-10,Expense,Utilities,2887,Bank,May-2024
2024-05-16,Investment,Stocks,46122,UPI,May-2024
2024-01-18,Expense,Shopping,223,Wallet,Jan-2024
2024-10-15,Expense,Shopping,19456,UPI,Oct-2024
2024-10-15,Income,Interest,75092,Bank,Oct-2024
2024-05-14,Expense,Dining,3957,Wallet,May-2024
2024-01-28,Expense,Shopping,7266,Credit Card,Jan-2024
2024-02-08,Expense,Groceries,11433,Bank,Feb-2024
2024-11-13,Expense,Dining,9312,Credit Card,Nov-2024
2024-11-23,Expense,Utilities,1074,UPI,Nov-2024
2024-02-28,Expense,Utilities,2134,Credit Card,Feb-2024
2024-06-25,Expense,Rent,17466,UPI,Jun-2024
2024-09-28,Expense,Transport,14925,Bank,Sep-2024
2024-03-23,Expense,Utilities,13764,Credit Card,Mar-2024
2024-04-17,Expense,Entertainment,3580,Bank,Apr-2024
2024-01-23,Expense,Utilities,7133,Bank,Jan-2024
2024-01-26,Income,Interest,14282,Credit Card,Jan-2024
2024-01-04,Income,Freelance,15369,UPI,Jan-2024
2024-07-04,Investment,FD,21860,Wallet,Jul-2024
2024-09-27,Expense,Utilities,18714,Bank,Sep-2024
2024-04-27,Expense,Dining,14349,Bank,Apr-2024
2024-06-24,Expense,Shopping,393,Bank,Jun-2024
2024-07-06,Expense,Rent,6489,Credit Card,Jul-2024
2024-12-17,Investment,Stocks,45445,Credit Card,Dec-2024
2024-07-16,Expense,Groceries,19066,Credit Card,Jul-2024
2024-08-20,Expense,Utilities,12086,Bank,Aug-2024
2024-12-25,Expense,Transport,14186,UPI,Dec-2024
2024-12-20,Expense,Entertainment,2250,UPI,Dec-2024
2024-07-23,Expense,Groceries,2345,Credit Card,Jul-2024
2024-11-27,Expense,Rent,4134,Bank,Nov-2024
2024-02-27,Expense,Dining,6631,Bank,Feb-2024
2024-02-12,Expense,Entertainment,9132,Wallet,Feb-2024
2024-09-06,Income,Bonus,57376,Credit Card,Sep-2024
2024-03-29,Expense,Transport,3677,Credit Card,Mar-2024
2024-08-16,Expense,Rent,5123,Wallet,Aug-2024
2024-11-21,Investment,FD,44126,UPI,Nov-2024
2024-01-23,Expense,Groceries,8766,Wallet,Jan-2024
2024-12-10,Expense,Rent,4079,Bank,Dec-2024
2024-08-30,Expense,Entertainment,4956,Credit Card,Aug-2024
2024-06-26,Expense,Dining,9205,Credit Card,Jun-2024
2024-02-27,Expense,Shopping,19038,UPI,Feb-2024
2024-08-29,Income,Interest,10409,UPI,Aug-2024
2024-08-28,Investment,Mutual Funds,25944,UPI,Aug-2024
2024-02-20,Investment,Mutual Funds,6253,Wallet,Feb-2024
2024-11-12,Expense,Shopping,18250,UPI,Nov-2024
2024-06-17,Expense,Dining,8746,Wallet,Jun-2024
2024-03-22,Expense,Rent,9232,UPI,Mar-2024
2024-08-29,Income,Freelance,20110,Bank,Aug-2024
2024-04-10,Expense,Utilities,8761,Credit Card,Apr-2024
2024-07-11,Expense,Shopping,9358,Credit Card,Jul-2024
2024-02-01,Expense,Entertainment,12481,UPI,Feb-2024
2024-10-01,Income,Salary,12003,Credit Card,Oct-2024
2024-03-06,Expense,Rent,1917,UPI,Mar-2024
2024-09-21,Expense,Shopping,5479,Credit Card,Sep-2024
2024-11-11,Expense,Rent,17908,Bank,Nov-2024
2024-01-27,Expense,Entertainment,2984,Wallet,Jan-2024
2024-07-08,Expense,Shopping,13511,Wallet,Jul-2024
2024-08-12,Income,Freelance,61107,Bank,Aug-2024
2024-04-23,Expense,Dining,13409,Wallet,Apr-2024
2024-12-25,Expense,Dining,3357,UPI,Dec-2024
2024-01-11,Expense,Groceries,945,Bank,Jan-2024
2024-06-03,Expense,Rent,18224,Wallet,Jun-2024
2024-10-04,Investment,Stocks,2598,Wallet,Oct-2024
2024-04-05,Expense,Shopping,11258,UPI,Apr-2024
2024-09-24,Income,Salary,39425,Credit Card,Sep-2024
2024-03-28,Expense,Entertainment,4970,Wallet,Mar-2024
2024-09-04,Expense,Entertainment,18244,Bank,Sep-2024
2024-06-11,Income,Freelance,85282,Wallet,Jun-2024
2024-03-16,Expense,Rent,3846,UPI,Mar-2024
2024-07-27,Expense,Transport,6611,Bank,Jul-2024
2024-01-10,Expense,Shopping,13726,Wallet,Jan-2024
2024-04-05,Expense,Dining,8411,Bank,Apr-2024
2024-12-22,Expense,Rent,2820,UPI,Dec-2024
2024-03-14,Income,Interest,66932,Bank,Mar-2024
2024-05-25,Expense,Transport,14659,Wallet,May-2024
2024-11-13,Expense,Dining,9622,UPI,Nov-2024
2024-09-11,Expense,Groceries,2075,Bank,Sep-2024
2024-11-21,Income,Bonus,6171,Credit Card,Nov-2024
2024-02-14,Expense,Transport,3410,Bank,Feb-2024
2024-02-11,Investment,Stocks,15705,Wallet,Feb-2024
2024-04-14,Investment,Mutual Funds,25609,Bank,Apr-2024
2024-01-10,Income,Bonus,59485,Bank,Jan-2024
2024-03-18,Expense,Entertainment,12141,Bank,Mar-2024
2024-07-12,Expense,Groceries,15447,Bank,Jul-2024
2024-06-13,Expense,Transport,17750,Credit Card,Jun-2024
2024-03-21,Investment,Gold,22285,Bank,Mar-2024
2024-10-17,Expense,Transport,16548,Wallet,Oct-2024
2024-08-04,Expense,Groceries,19938,UPI,Aug-2024
2024-12-10,Expense,Dining,18884,Credit Card,Dec-2024
2024-04-04,Expense,Transport,19477,UPI,Apr-2024
2024-02-07,Expense,Shopping,8843,UPI,Feb-2024
2024-08-22,Investment,Gold,6304,UPI,Aug-2024
2024-01-23,Income,Freelance,53556,Bank,Jan-2024
2024-03-26,Investment,Gold,9600,Wallet,Mar-2024
2024-09-15,Income,Salary,98516,Credit Card,Sep-2024
2024-01-23,Income,Interest,95401,Wallet,Jan-2024
2024-06-10,Expense,Entertainment,17022,Bank,Jun-2024
2024-05-07,Expense,Groceries,17921,Credit Card,May-2024
2024-05-15,Expense,Transport,17271,Bank,May-2024
2024-11-30,Expense,Groceries,18694,Wallet,Nov-2024
2024-10-26,Expense,Transport,784,Bank,Oct-2024
2024-11-06,Investment,Mutual Funds,27002,Bank,Nov-2024
2024-03-06,Investment,Gold,5817,Bank,Mar-2024
2024-05-24,Investment,Gold,47449,Credit Card,May-2024
2024-07-09,Expense,Utilities,8537,UPI,Jul-2024
2024-03-23,Expense,Utilities,14964,UPI,Mar-2024
2024-07-18,Income,Bonus,90309,Wallet,Jul-2024
2024-06-09,Expense,Groceries,2366,Bank,Jun-2024
2024-05-26,Expense,Groceries,16323,Bank,May-2024
2024-11-22,Expense,Rent,18112,Credit Card,Nov-2024
2024-12-10,Investment,FD,47557,UPI,Dec-2024
2024-01-19,Expense,Dining,3652,Wallet,Jan-2024
2024-09-08,Income,Bonus,91682,Wallet,Sep-2024
2024-08-23,Expense,Rent,15526,Wallet,Aug-2024
2024-11-08,Expense,Groceries,7912,Bank,Nov-2024
2024-03-17,Income,Interest,65081,Credit Card,Mar-2024
2024-12-03,Investment,Mutual Funds,15810,UPI,Dec-2024
2024-12-10,Expense,Transport,1762,Bank,Dec-2024
2024-04-29,Expense,Transport,15450,Credit Card,Apr-2024
2024-11-21,Income,Freelance,70407,Bank,Nov-2024
2024-06-12,Expense,Transport,1606,UPI,Jun-2024
2024-10-15,Expense,Dining,17414,Credit Card,Oct-2024
2024-04-11,Expense,Transport,473,UPI,Apr-2024
2024-10-25,Expense,Shopping,15079,Wallet,Oct-2024
2024-08-16,Investment,Stocks,28258,Credit Card,Aug-2024
2024-07-04,Income,Freelance,68982,Wallet,Jul-2024
2024-12-26,Expense,Shopping,8097,Wallet,Dec-2024
2024-01-31,Income,Bonus,94942,UPI,Jan-2024
2024-03-05,Income,Bonus,72024,Bank,Mar-2024
2024-10-27,Expense,Dining,18634,Wallet,Oct-2024
2024-05-20,Expense,Utilities,13683,Bank,May-2024
2024-07-28,Investment,FD,26522,Wallet,Jul-2024
2024-07-02,Income,Bonus,46994,Wallet,Jul-2024
2024-06-27,Expense,Shopping,3385,UPI,Jun-2024
2024-10-24,Expense,Utilities,8007,Bank,Oct-2024
2024-02-02,Investment,FD,2491,Bank,Feb-2024
2024-02-18,Expense,Entertainment,13231,Wallet,Feb-2024
2024-08-20,Income,Interest,27315,Bank,Aug-2024
2024-03-08,Expense,Transport,8715,UPI,Mar-2024
2024-03-28,Investment,Mutual Funds,6701,Credit Card,Mar-2024
2024-11-01,Income,Interest,44898,Credit Card,Nov-2024
2024-07-19,Expense,Dining,14709,Wallet,Jul-2024
2024-05-26,Expense,Dining,19856,Bank,May-2024
2024-09-25,Expense,Shopping,1651,UPI,Sep-2024
2024-08-22,Expense,Groceries,19662,UPI,Aug-2024
2024-12-08,Income,Bonus,7610,UPI,Dec-2024
2024-10-09,Expense,Groceries,10160,Wallet,Oct-2024
2024-01-08,Investment,Gold,46807,UPI,Jan-2024
2024-07-17,Expense,Dining,11164,Credit Card,Jul-2024
